Name;Date of Birth;Type of Parliamentarian;Riding/Senatorial Division;Province/Territory;Gender;Political Affiliation
Harb, Mac;1953-11-09;"MP (1988/11/21 - 2003/09/08)
Senator (2003/09/09 - 2013/08/26)";"Ontario (2003/09/09 - 2013/08/26)
Ottawa Centre (1988/11/21 - 2003/09/08)";"Ontario
Ontario";M;"Independent (2013/05/10 - 2013/08/26)
Liberal Party of Canada (1988/11/21 - 2013/05/09)"
Harper, Stephen;1959-04-29;"MP (2015/10/19 - 2016/08/26)
MP (2002/05/13 - 2015/10/18)
MP (1993/10/25 - 1997/01/14)";"Calgary Heritage (2015/10/19 - 2016/08/26)
Calgary Southwest (2002/05/13 - 2015/10/18)
Calgary West (1993/10/25 - 1997/01/14)";"Alberta
Alberta
Alberta";M;"Conservative Party of Canada (2003/12/23 - 2016/08/26)
Canadian Reform Conservative Alliance (2002/05/13 - 2003/12/22)
Reform Party of Canada (1993/10/25 - 1997/01/14)"
Harris, Richard M.;1944-09-05;"MP (2004/06/28 - 2015/10/18)
MP (1993/10/25 - 2004/06/27)";"Cariboo--Prince George (2004/06/28 - 2015/10/18)
Prince George--Bulkley Valley (1993/10/25 - 2004/06/27)";"British Columbia
British Columbia";M;"Conservative Party of Canada (2003/12/23 - 2015/10/18)
Canadian Reform Conservative Alliance (2000/03/27 - 2003/12/22)
Reform Party of Canada (1993/10/25 - 2000/03/26)"
Harvard, John;1938-06-03;"MP (1998/06/18 - 2004/05/06)
MP (1997/06/02 - 1998/06/17)
MP (1988/11/21 - 1997/06/01)";"Charleswood St. James--Assiniboia (1998/06/18 - 2004/05/06)
Charleswood--Assiniboine (1997/06/02 - 1998/06/17)
Winnipeg--St. James (1988/11/21 - 1997/06/01)";"Manitoba
Manitoba
Manitoba";M;Liberal Party of Canada (1988/11/21 - 2004/05/06)
Harvey, André;1941-09-15;"MP (2000/06/29 - 2004/06/27)
MP (1997/06/02 - 2000/06/28)
MP (1984/09/04 - 1993/10/24)";"Chicoutimi--Le Fjord (2000/06/29 - 2004/06/27)
Chicoutimi (1997/06/02 - 2000/06/28)
Chicoutimi (1984/09/04 - 1993/10/24)";"Quebec
Quebec
Quebec";M;"Liberal Party of Canada (2000/10/04 - 2004/06/27)
Independent (2000/04/26 - 2000/10/03)
Progressive Conservative Party (1997/06/02 - 2000/04/25)
Progressive Conservative Party (1984/09/04 - 1993/10/24)"
Hays, Daniel;1939-04-23;Senator (1984/06/29 - 2007/06/30);Calgary (1984/06/29 - 2007/06/30);Alberta;M;Liberal Party of Canada (1984/06/29 - 2007/06/30)
Hearn, Loyola;1943-03-24;"MP (2004/09/01 - 2008/10/13)
MP (2004/06/28 - 2004/08/31)
MP (2000/05/15 - 2004/06/27)";"St. John's South--Mount Pearl (2004/09/01 - 2008/10/13)
St. John's South (2004/06/28 - 2004/08/31)
St. John's West (2000/05/15 - 2004/06/27)";"Newfoundland and Labrador
Newfoundland and Labrador
Newfoundland and Labrador";M;"Conservative Party of Canada (2004/02/02 - 2008/10/13)
Progressive Conservative Party (1993/10/25 - 2004/02/01)"
Herron, John;1964-10-20;MP (1997/06/02 - 2004/06/27);Fundy--Royal (1997/06/02 - 2004/06/27);New Brunswick;M;"Independent (2004/02/02 - 2004/06/27)
Progressive Conservative Party (1997/06/02 - 2004/02/01)"
Hervieux-Payette, Céline;1941-04-21;"MP (1979/05/22 - 1984/09/03)
Senator (1995/03/21 - 2016/04/22)";"Bedford (1995/03/21 - 2016/04/22)
Mercier (1979/05/22 - 1984/09/03)";"Quebec
Quebec";F;"Liberal Party of Canada (1995/03/21 - 2016/04/22)
Liberal Party of Canada (1979/05/22 - 1984/09/03)"
Hill, Grant;1943-09-19;MP (1993/10/25 - 2004/06/27);Macleod (1993/10/25 - 2004/06/27);Alberta;M;"Conservative Party of Canada (2004/02/02 - 2004/06/27)
Progressive Conservative Party (2003/12/12 - 2004/02/01)
Canadian Reform Conservative Alliance (2000/03/27 - 2003/12/11)
Reform Party of Canada (1993/10/25 - 2000/03/26)"
Hill, Jay D.;1952-12-26;MP (1993/10/25 - 2010/10/25);Prince George--Peace River (1993/10/25 - 2010/10/25);British Columbia;M;"Conservative Party of Canada (2003/12/23 - 2010/10/25)
Canadian Reform Conservative Alliance (2002/04/16 - 2003/12/22)
Independent (2002/04/10 - 2002/04/15)
Canadian Reform Conservative Alliance (2000/03/27 - 2002/04/09)
Reform Party of Canada (1993/10/25 - 2000/03/26)"
Hilstrom, Howard E.;1947-03-17;MP (1997/06/02 - 2004/06/27);Selkirk--Interlake (1997/06/02 - 2004/06/27);Manitoba;M;"Conservative Party of Canada (2003/12/23 - 2004/06/27)
Canadian Reform Conservative Alliance (2000/03/27 - 2003/12/22)
Reform Party of Canada (1997/06/02 - 2000/03/26)"
Hinton, Betty;1950-02-21;"MP (2004/09/01 - 2008/10/13)
MP (2004/06/28 - 2004/08/31)
MP (2000/11/27 - 2004/06/27)";"Kamloops--Thompson--Cariboo (2004/09/01 - 2008/10/13)
Kamloops--Thompson (2004/06/28 - 2004/08/31)
Kamloops, Thompson and Highland Valleys (2000/11/27 - 2004/06/27)";"British Columbia
British Columbia
British Columbia";F;"Conservative Party of Canada (2003/12/23 - 2008/10/13)
Canadian Reform Conservative Alliance (2000/11/27 - 2003/12/22)"
Hubbard, Charles;1940-10-28;MP (1993/10/25 - 2008/10/13);Miramichi (1993/10/25 - 2008/10/13);New Brunswick;M;Liberal Party of Canada (1993/10/25 - 2008/10/13)
Hubley, Elizabeth;1942-09-07;Senator (2001/03/08 - 2017/09/07);Prince Edward Island (2001/03/08 - 2017/09/07);Prince Edward Island;F;Liberal Party of Canada (2001/03/08 - 2017/09/07)
Ianno, Tony;1957-01-01;MP (1993/10/25 - 2006/01/22);Trinity--Spadina (1993/10/25 - 2006/01/22);Ontario;M;Liberal Party of Canada (1993/10/25 - 2006/01/22)
Jackson, Ovid L.;1939-02-02;"MP (2000/06/29 - 2004/06/27)
MP (1993/10/25 - 2000/06/28)";"Bruce--Grey--Owen Sound (2000/06/29 - 2004/06/27)
Bruce--Grey (1993/10/25 - 2000/06/28)";"Ontario
Ontario";M;Liberal Party of Canada (1993/10/25 - 2004/06/27)
Jaffer, Mobina S.B.;1949-08-19;Senator (2001/06/13 - );British Columbia (2001/06/13 - );British Columbia;F;"Independent Senators Group (2019/06/12 - )
Non-affiliated (2018/12/19 - 2019/06/11)
Liberal Party of Canada (2001/06/13 - 2018/12/18)"
Jaffer, Rahim;1971-12-14;MP (1997/06/02 - 2008/10/13);Edmonton--Strathcona (1997/06/02 - 2008/10/13);Alberta;M;"Conservative Party of Canada (2003/12/23 - 2008/10/13)
Canadian Reform Conservative Alliance (2000/03/27 - 2003/12/22)
Reform Party of Canada (1997/06/02 - 2000/03/26)"
Jennings, Marlene;1951-11-09;MP (1997/06/02 - 2011/05/01);Notre-Dame-de-Grâce--Lachine (1997/06/02 - 2011/05/01);Quebec;F;Liberal Party of Canada (1997/06/02 - 2011/05/01)
Jobin, Christian;1952-04-06;MP (2003/06/16 - 2004/06/27);Lévis-et-Chutes-de-la-Chaudière (2003/06/16 - 2004/06/27);Quebec;M;Liberal Party of Canada (2003/06/16 - 2004/06/27)
Johnson, Janis G.;1946-04-26;Senator (1990/09/27 - 2016/09/27);"Manitoba (2009/03/30 - 2016/09/27)
Winnipeg-Interlake (1990/09/27 - 2009/03/29)";"Manitoba
Manitoba";F;"Conservative Party of Canada (2004/02/02 - 2016/09/27)
Progressive Conservative Party (1990/09/27 - 2004/02/01)"
Johnston, F. Dale;1941-11-13;MP (1993/10/25 - 2006/01/22);Wetaskiwin (1993/10/25 - 2006/01/22);Alberta;M;"Conservative Party of Canada (2003/12/23 - 2006/01/22)
Canadian Reform Conservative Alliance (2000/03/27 - 2003/12/22)
Reform Party of Canada (1993/10/25 - 2000/03/26)"
Jordan, Joe Louis;1958-11-18;MP (1997/06/02 - 2004/06/27);Leeds--Grenville (1997/06/02 - 2004/06/27);Ontario;M;Liberal Party of Canada (1997/06/02 - 2004/06/27)
Joyal, Serge;1945-01-31;"MP (1979/05/22 - 1984/09/03)
MP (1974/07/08 - 1979/05/21)
Senator (1997/11/26 - 2020/01/31)";"Kennebec (1997/11/26 - 2020/01/31)
Hochelaga--Maisonneuve (1979/05/22 - 1984/09/03)
Maisonneuve--Rosemont (1974/07/08 - 1979/05/21)";"Quebec
Quebec
Quebec";M;"Non-affiliated (2019/11/18 - 2020/01/31)
Progressive Senate Group (2019/11/14 - 2019/11/17)
Liberal Party of Canada (1997/11/26 - 2019/11/13)
Liberal Party of Canada (1974/07/08 - 1984/09/03)"
Karetak-Lindell, Nancy;1957-12-09;"MP (1999/04/01 - 2008/10/13)
MP (1997/06/02 - 1999/03/31)";"Nunavut (1999/04/01 - 2008/10/13)
Nunavut (1997/06/02 - 1999/03/31)";"Nunavut
Northwest Territories";F;Liberal Party of Canada (1997/06/02 - 2008/10/13)
Karygiannis, Jim;1955-05-01;MP (1988/11/21 - 2014/04/01);Scarborough--Agincourt (1988/11/21 - 2014/04/01);Ontario;M;Liberal Party of Canada (1988/11/21 - 2014/04/01)
Keddy, Gerald;1953-02-14;"MP (2004/06/28 - 2015/10/18)
MP (1997/06/02 - 2004/06/27)";"South Shore--St. Margaret's (2004/06/28 - 2015/10/18)
South Shore (1997/06/02 - 2004/06/27)";"Nova Scotia
Nova Scotia";M;"Conservative Party of Canada (2004/02/02 - 2015/10/18)
Progressive Conservative Party (1997/06/02 - 2004/02/01)"
Kelleher, James Francis;1930-10-01;"MP (1984/09/04 - 1988/11/20)
Senator (1990/09/23 - 2005/10/02)";"Ontario (1990/09/23 - 2005/10/02)
Sault Ste. Marie (1984/09/04 - 1988/11/20)";"Ontario
Ontario";M;"Conservative Party of Canada (2004/02/02 - 2005/10/02)
Progressive Conservative Party (1984/09/04 - 2004/02/01)"
Kenney, Jason;1968-05-29;"MP (2015/10/19 - 2016/09/23)
MP (1997/06/02 - 2015/10/18)";"Calgary Midnapore (2015/10/19 - 2016/09/23)
Calgary Southeast (1997/06/02 - 2015/10/18)";"Alberta
Alberta";M;"Conservative Party of Canada (2003/12/23 - 2016/09/23)
Canadian Reform Conservative Alliance (2000/03/27 - 2003/12/22)
Reform Party of Canada (1997/06/02 - 2000/03/26)"
Kenny, Colin;1943-12-09;Senator (1984/06/29 - 2018/02/02);Rideau (1984/06/29 - 2018/02/02);Ontario;M;"Liberal Party of Canada (2014/06/30 - 2018/02/02)
Independent (2013/11/22 - 2014/06/29)
Liberal Party of Canada (1984/06/29 - 2013/11/21)"
Keon, Wilbert Joseph;1935-05-16;Senator (1990/09/27 - 2010/05/17);Ottawa (1990/09/27 - 2010/05/17);Ontario;M;"Conservative Party of Canada (2004/02/02 - 2010/05/17)
Progressive Conservative Party (1990/09/27 - 2004/02/01)"
Keyes, Stan Kazmierczak;1953-05-16;MP (1988/11/21 - 2004/06/27);Hamilton West (1988/11/21 - 2004/06/27);Ontario;M;Liberal Party of Canada (1988/11/21 - 2004/06/27)
Kilger, Robert (Bob);1944-06-28;"MP (1999/03/11 - 2004/06/27)
MP (1988/11/21 - 1999/03/10)";"Stormont--Dundas--Charlottenburgh (1999/03/11 - 2004/06/27)
Stormont--Dundas (1988/11/21 - 1999/03/10)";"Ontario
Ontario";M;Liberal Party of Canada (1988/11/21 - 2004/06/27)
Kilgour, David;1941-02-17;"MP (2004/09/01 - 2006/01/22)
MP (2004/06/28 - 2004/08/31)
MP (1988/11/21 - 2004/06/27)
MP (1979/05/22 - 1988/11/20)";"Edmonton--Mill Woods--Beaumont (2004/09/01 - 2006/01/22)
Edmonton--Beaumont (2004/06/28 - 2004/08/31)
Edmonton Southeast (1988/11/21 - 2004/06/27)
Edmonton--Strathcona (1979/05/22 - 1988/11/20)";"Alberta
Alberta
Alberta
Alberta";M;"Independent (2005/04/13 - 2008/10/13)
Liberal Party of Canada (1991/01/31 - 2005/04/12)
Independent (1990/10/25 - 1991/01/30)
Progressive Conservative Party (1979/05/22 - 1990/10/24)"
Kinsella, Noël A.;1939-11-27;Senator (1990/09/12 - 2014/11/27);Fredericton-York-Sunbury (1990/09/12 - 2014/11/27);New Brunswick;M;"Conservative Party of Canada (2004/02/02 - 2014/11/27)
Progressive Conservative Party (1990/09/12 - 2004/02/01)"
Kirby, Michael J.L.;1941-08-04;Senator (1984/01/13 - 2006/10/31);South Shore (1984/01/13 - 2006/10/31);Nova Scotia;M;Liberal Party of Canada (1984/01/13 - 2006/10/31)
Knutson, Gar;1956-05-03;"MP (1997/06/02 - 2004/06/27)
MP (1993/10/25 - 1997/06/01)";"Elgin--Middlesex--London (1997/06/02 - 2004/06/27)
Elgin--Norfolk (1993/10/25 - 1997/06/01)";"Ontario
Ontario";M;Liberal Party of Canada (1993/10/25 - 2004/06/28)
Kolber, Ernest Leo;1929-01-17;Senator (1983/12/23 - 2004/01/18);Victoria (1983/12/23 - 2004/01/18);Quebec;M;Liberal Party of Canada (1983/12/23 - 2004/01/18)
Kraft Sloan, Karen;1952-04-02;"MP (1997/06/02 - 2004/06/27)
MP (1993/10/25 - 1997/06/01)";"York North (1997/06/02 - 2004/06/27)
York--Simcoe (1993/10/25 - 1997/06/01)";"Ontario
Ontario";F;Liberal Party of Canada (1993/10/25 - 2004/06/27)
Kroft, Richard H.;1938-05-21;Senator (1998/06/11 - 2004/09/24);Manitoba (1998/06/11 - 2004/09/24);Manitoba;M;Liberal Party of Canada (1998/06/11 - 2004/09/24)
Laframboise, Mario;1957-11-06;"MP (2004/09/01 - 2011/05/01)
MP (2004/06/28 - 2004/08/31)
MP (2000/11/27 - 2004/06/27)";"Argenteuil--Papineau--Mirabel (2004/09/01 - 2011/05/01)
Argenteuil--Mirabel (2004/06/28 - 2004/08/31)
Argenteuil--Papineau--Mirabel (2000/11/27 - 2004/06/27)";"Quebec
Quebec
Quebec";M;Bloc Québécois (2000/11/27 - 2011/05/01)
Laliberte, Rick;1958-09-12;MP (1997/06/02 - 2004/06/27);Churchill River (1997/06/02 - 2004/06/27);Saskatchewan;M;"Liberal Party of Canada (2000/09/27 - 2004/06/27)
New Democratic Party (1997/06/02 - 2000/09/26)"
Lalonde, Francine;1940-08-23;"MP (2004/06/28 - 2011/05/01)
MP (1993/10/25 - 2004/06/27)";"La Pointe-de-l'Île (2004/06/28 - 2011/05/01)
Mercier (1993/10/25 - 2004/06/27)";"Quebec
Quebec";F;Bloc Québécois (1993/10/25 - 2011/05/01)
Lanctôt, Robert;1963-11-18;MP (2000/11/27 - 2004/06/27);Châteauguay (2000/11/27 - 2004/06/27);Quebec;M;"Liberal Party of Canada (2003/12/11 - 2004/06/27)
Bloc Québécois (2000/11/27 - 2003/12/10)"
LaPierre, Laurier L.;1929-11-20;Senator (2001/06/13 - 2004/11/21);Ontario (2001/06/13 - 2004/11/21);Ontario;M;Liberal Party of Canada (2001/06/13 - 2004/11/21)
Lapointe, Jean;1935-12-05;Senator (2001/06/13 - 2010/12/06);Saurel (2001/06/13 - 2010/12/06);Quebec;M;Liberal Party of Canada (2001/06/13 - 2010/12/06)
Lastewka, Walt;1940-10-10;MP (1993/10/25 - 2006/01/22);St. Catharines (1993/10/25 - 2006/01/22);Ontario;M;Liberal Party of Canada (1993/10/25 - 2006/01/22)
Lavigne, Raymond;1945-11-15;"MP (2000/06/29 - 2002/03/25)
MP (1997/06/02 - 2000/06/28)
MP (1993/10/25 - 1997/06/01)
Senator (2002/03/26 - 2011/03/21)";"Montarville (2002/03/26 - 2011/03/21)
Verdun--Saint-Henri--Saint-Paul--Pointe Saint-Charles (2000/06/29 - 2002/03/25)
Verdun--Saint-Henri (1997/06/02 - 2000/06/28)
Verdun--Saint-Paul (1993/10/25 - 1997/06/01)";"Quebec
Quebec
Quebec
Quebec";M;Liberal Party of Canada (1993/10/25 - 2011/03/21)
Lavoie-Roux, Thérèse;1928-03-11;Senator (1990/09/27 - 2001/03/12);Acadie (1990/09/27 - 2001/03/12);Quebec;F;Progressive Conservative Party (1990/09/27 - 2001/03/12)
Lawson, Edward M.;1929-09-23;Senator (1970/10/07 - 2004/09/24);Vancouver (1970/10/07 - 2004/09/24);British Columbia;M;"Liberal Party of Canada (2004/02/04 - 2004/09/24)
Independent (1970/10/07 - 2004/02/03)"
Lebel, Ghislain;1946-02-16;MP (1993/10/25 - 2004/06/27);Chambly (1993/10/25 - 2004/06/27);Quebec;M;"Independent (2002/08/20 - 2004/06/27)
Bloc Québécois (1993/10/25 - 2002/08/19)"
LeBlanc, Dominic;1967-12-13;"MP (2004/06/28 - )
MP (2000/11/27 - 2004/06/27)";"Beauséjour (2004/06/28 - )
Beauséjour--Petitcodiac (2000/11/27 - 2004/06/27)";"New Brunswick
New Brunswick";M;Liberal Party of Canada (2000/11/27 - )
LeBreton, Marjory;1940-07-03;Senator (1993/06/18 - 2015/07/04);Ontario (1993/06/18 - 2015/07/04);Ontario;F;"Conservative Party of Canada (2003/12/09 - 2015/07/04)
Progressive Conservative Party (1993/06/18 - 2003/12/08)"
Lee, Derek Vincent;1948-10-01;MP (1988/11/21 - 2011/05/01);Scarborough--Rouge River (1988/11/21 - 2011/05/01);Ontario;M;Liberal Party of Canada (1988/11/21 - 2011/05/01)
Léger, Viola;1930-06-28;Senator (2001/06/13 - 2005/06/29);Acadie (2001/06/13 - 2005/06/29);New Brunswick;F;Liberal Party of Canada (2001/06/13 - 2005/06/29)
Leung, M. Sophia;1933-07-24;MP (1997/06/02 - 2004/06/27);Vancouver Kingsway (1997/06/02 - 2004/06/27);British Columbia;F;Liberal Party of Canada (1997/06/02 - 2004/06/27)
Lill, Wendy;1950-11-01;MP (1997/06/02 - 2004/06/27);Dartmouth (1997/06/02 - 2004/06/27);Nova Scotia;F;New Democratic Party (1997/06/02 - 2004/06/27)
Lincoln, Clifford;1928-08-31;"MP (1997/06/02 - 2004/06/27)
MP (1993/10/25 - 1997/06/01)";"Lac-Saint-Louis (1997/06/02 - 2004/06/27)
Lachine--Lac-Saint-Louis (1993/10/25 - 1997/06/01)";"Quebec
Quebec";M;Liberal Party of Canada (1993/10/25 - 2004/06/27)
Longfield, Judi;1947-04-22;"MP (2004/06/28 - 2006/01/22)
MP (1997/06/02 - 2004/06/27)";"Whitby--Oshawa (2004/06/28 - 2006/01/22)
Whitby--Ajax (1997/06/02 - 2004/06/27)";"Ontario
Ontario";F;Liberal Party of Canada (1997/06/02 - 2006/01/22)
Losier-Cool, Rose-Marie;1937-06-17;Senator (1995/03/21 - 2012/06/18);Tracadie (1995/03/21 - 2012/06/18);New Brunswick;F;Liberal Party of Canada (1995/03/21 - 2012/06/18)
Loubier, Yvan;1959-04-09;MP (1993/10/25 - 2007/02/21);Saint-Hyacinthe--Bagot (1993/10/25 - 2007/02/21);Quebec;M;Bloc Québécois (1993/10/25 - 2007/02/21)
Lunn, Gary;1957-05-07;MP (1997/06/02 - 2011/05/01);Saanich--Gulf Islands (1997/06/02 - 2011/05/01);British Columbia;M;"Conservative Party of Canada (2003/12/23 - 2011/05/01)
Canadian Reform Conservative Alliance (2000/03/27 - 2003/12/22)
Reform Party of Canada (1997/06/02 - 2000/03/26)"
Lunney, James;1951-09-04;MP (2000/11/27 - 2015/10/18);Nanaimo--Alberni (2000/11/27 - 2015/10/18);British Columbia;M;"Independent (2015/03/31 - 2015/10/18)
Conservative Party of Canada (2003/12/23 - 2015/03/30)
Canadian Reform Conservative Alliance (2000/11/27 - 2003/12/22)"
Lynch-Staunton, John;1930-06-18;Senator (1990/09/23 - 2005/06/19);Grandville (1990/09/23 - 2005/06/19);Quebec;M;"Conservative Party of Canada (2004/02/02 - 2005/06/19)
Progressive Conservative Party (1990/09/23 - 2004/02/01)"
MacAulay, Lawrence;1946-09-08;MP (1988/11/21 - );Cardigan (1988/11/21 - );Prince Edward Island;M;Liberal Party of Canada (1988/11/21 - )
MacKay, Peter Gordon;1965-09-26;"MP (2004/06/28 - 2015/10/18)
MP (1997/06/02 - 2004/06/27)";"Central Nova (2004/06/28 - 2015/10/18)
Pictou--Antigonish--Guysborough (1997/06/02 - 2004/06/27)";"Nova Scotia
Nova Scotia";M;"Conservative Party of Canada (2004/02/02 - 2015/10/18)
Progressive Conservative Party (1997/06/02 - 2004/02/01)"
Macklin, Paul Harold;1944-05-21;"MP (2004/06/28 - 2006/01/22)
MP (2000/11/27 - 2004/06/27)";"Northumberland--Quinte West (2004/06/28 - 2006/01/22)
Northumberland (2000/11/27 - 2004/06/27)";"Ontario
Ontario";M;Liberal Party of Canada (2000/11/27 - 2006/01/23)
Maheu, Shirley;1931-10-06;"MP (1989/12/29 - 1996/01/31)
MP (1988/11/21 - 1989/12/28)
Senator (1996/02/01 - 2006/02/01)";"Rougemont (1996/02/01 - 2006/02/01)
Saint-Laurent--Cartierville (1989/12/29 - 1996/01/31)
Saint-Laurent (1988/11/21 - 1989/12/28)";"Quebec
Quebec
Quebec";F;Liberal Party of Canada (1988/11/21 - 2006/02/01)
Mahoney, Steve;1947-07-17;MP (1997/06/02 - 2004/06/27);Mississauga West (1997/06/02 - 2004/06/27);Ontario;M;Liberal Party of Canada (1997/06/02 - 2004/06/27)
Mahovlich, Frank W.;1938-01-09;Senator (1998/06/11 - 2013/01/10);Toronto (1998/06/11 - 2013/01/10);Ontario;M;Liberal Party of Canada (1998/06/11 - 2013/01/10)
Malhi, Gurbax Singh;1949-10-11;"MP (2004/06/28 - 2011/05/01)
MP (1998/06/18 - 2004/06/27)
MP (1993/10/25 - 1998/06/17)";"Bramalea--Gore--Malton (2004/06/28 - 2011/05/01)
Bramalea--Gore--Malton--Springdale (1998/06/18 - 2004/06/27)
Bramalea--Gore--Malton (1993/10/25 - 1998/06/17)";"Ontario
Ontario
Ontario";M;Liberal Party of Canada (1993/10/25 - 2011/05/01)
Maloney, John;1945-01-04;"MP (2004/06/28 - 2008/10/13)
MP (1997/06/02 - 2004/06/27)
MP (1993/10/25 - 1997/06/01)";"Welland (2004/06/28 - 2008/10/13)
Erie--Lincoln (1997/06/02 - 2004/06/27)
Erie (1993/10/25 - 1997/06/01)";"Ontario
Ontario
Ontario";M;Liberal Party of Canada (1993/10/25 - 2008/10/13)
Manley, John Paul;1950-01-04;MP (1988/11/21 - 2004/06/27);Ottawa South (1988/11/21 - 2004/06/27);Ontario;M;Liberal Party of Canada (1988/11/21 - 2004/06/27)
Manning, Ernest Preston;1942-06-09;MP (1993/10/25 - 2002/01/31);Calgary Southwest (1993/10/25 - 2002/01/31);Alberta;M;"Canadian Reform Conservative Alliance (2000/03/27 - 2002/01/31)
Reform Party of Canada (1987/11/01 - 2000/03/26)
Social Credit Party of Canada (1965/11/08 - 1987/10/31)"
Marceau, Richard;1970-08-24;"MP (2004/09/01 - 2006/01/22)
MP (2004/06/28 - 2004/08/31)
MP (2000/06/29 - 2004/06/27)
MP (1997/06/02 - 2000/06/28)";"Charlesbourg--Haute-Saint-Charles (2004/09/01 - 2006/01/22)
Charlesbourg (2004/06/28 - 2004/08/31)
Charlesbourg--Jacques-Cartier (2000/06/29 - 2004/06/27)
Charlesbourg (1997/06/02 - 2000/06/28)";"Quebec
Quebec
Quebec
Quebec";M;Bloc Québécois (1997/06/02 - 2006/01/22)
Marcil, Serge;1944-01-19;MP (2000/11/27 - 2004/06/27);Beauharnois--Salaberry (2000/11/27 - 2004/06/27);Quebec;M;Liberal Party of Canada (2000/11/27 - 2004/06/27)
Mark, Inky;1947-11-16;"MP (2004/09/01 - 2010/09/15)
MP (1997/06/02 - 2004/08/31)";"Dauphin--Swan River--Marquette (2004/09/01 - 2010/09/15)
Dauphin--Swan River (1997/06/02 - 2004/08/31)";"Manitoba
Manitoba";M;"Conservative Party of Canada (2004/02/02 - 2010/09/15)
Progressive Conservative Party (2002/08/27 - 2004/02/01)
Independent Conservative (2002/04/10 - 2002/08/26)
Canadian Reform Conservative Alliance (2000/03/27 - 2002/04/09)
Reform Party of Canada (1997/06/02 - 2000/03/26)"
Marleau, Diane;1943-06-20;MP (1988/11/21 - 2008/10/13);Sudbury (1988/11/21 - 2008/10/13);Ontario;F;Liberal Party of Canada (1988/11/21 - 2008/10/13)
Martin, Keith P.;1960-04-12;MP (1993/10/25 - 2011/05/01);Esquimalt--Juan de Fuca (1993/10/25 - 2011/05/01);British Columbia;M;"Liberal Party of Canada (2004/06/28 - 2011/05/01)
Independent (2004/01/14 - 2004/06/27)
Conservative Party of Canada (2003/12/23 - 2004/01/13)
Canadian Reform Conservative Alliance (2000/03/27 - 2003/12/22)
Reform Party of Canada (1993/10/25 - 2000/03/26)"
Martin, Pat;1955-12-12;MP (1997/06/02 - 2015/10/18);Winnipeg Centre (1997/06/02 - 2015/10/18);Manitoba;M;New Democratic Party (1997/06/02 - 2015/10/18)
Martin, Paul Edgar Philippe;1938-08-27;MP (1988/11/21 - 2008/10/13);LaSalle--Émard (1988/11/21 - 2008/10/13);Quebec;M;Liberal Party of Canada (1988/11/21 - 2008/10/13)
Masse, Brian;1968-07-08;MP (2002/05/13 - );Windsor West (2002/05/13 - );Ontario;M;New Democratic Party (2002/05/13 - )
Massicotte, Paul J.;1951-09-09;Senator (2003/06/26 - );De Lanaudière (2003/06/26 - );Quebec;M;"Independent Senators Group (2017/10/30 - )
Liberal Party of Canada (2003/06/26 - 2017/10/29)"
Matthews, Bill;1947-07-21;"MP (2004/06/28 - 2008/10/13)
MP (1997/06/02 - 2004/06/27)";"Random--Burin--St. George's (2004/06/28 - 2008/10/13)
Burin--St. George's (1997/06/02 - 2004/06/27)";"Newfoundland and Labrador
Newfoundland and Labrador";M;"Liberal Party of Canada (1999/08/13 - 2008/10/13)
Progressive Conservative Party (1997/06/02 - 1999/08/12)"
Mayfield, Philip William;1937-11-06;MP (1993/10/25 - 2004/06/27);Cariboo--Chilcotin (1993/10/25 - 2004/06/27);British Columbia;M;"Conservative Party of Canada (2003/12/23 - 2004/06/27)
Canadian Reform Conservative Alliance (2000/03/27 - 2003/12/22)
Reform Party of Canada (1993/10/25 - 2000/03/26)"
McCallum, John;1950-04-08;"MP (2015/10/19 - 2017/02/01)
MP (2004/06/28 - 2015/10/18)
MP (2000/11/27 - 2004/06/27)";"Markham--Thornhill (2015/10/19 - 2017/02/01)
Markham--Unionville (2004/06/28 - 2015/10/18)
Markham (2000/11/27 - 2004/06/27)";"Ontario
Ontario
Ontario";M;Liberal Party of Canada (2000/11/27 - 2017/02/01)
McCormick, Larry;1940-01-03;"MP (1997/06/02 - 2004/06/27)
MP (1993/10/25 - 1997/06/01)";"Hastings--Frontenac--Lennox and Addington (1997/06/02 - 2004/06/27)
Hastings--Frontenac--Lennox and Addington (1993/10/25 - 1997/06/01)";"Ontario
Ontario";M;Liberal Party of Canada (1993/10/25 - 2004/06/27)
McDonough, Alexa;1944-08-10;MP (1997/06/02 - 2008/10/13);Halifax (1997/06/02 - 2008/10/13);Nova Scotia;F;New Democratic Party (1997/06/02 - 2008/10/13)
McGuire, Joseph Blair (Joe);1944-06-19;MP (1988/11/21 - 2008/10/13);Egmont (1988/11/21 - 2008/10/13);Prince Edward Island;M;Liberal Party of Canada (1988/11/21 - 2008/10/13)
McKay, John;1948-03-20;"MP (2004/06/28 - )
MP (1997/06/02 - 2004/06/27)";"Scarborough--Guildwood (2004/06/28 - )
Scarborough East (1997/06/02 - 2004/06/27)";"Ontario
Ontario";M;Liberal Party of Canada (1997/06/02 - )
McLellan, A. Anne;1950-08-30;"MP (2004/06/28 - 2006/01/22)
MP (1997/06/02 - 2004/06/27)
MP (1993/10/25 - 1997/06/01)";"Edmonton Centre (2004/06/28 - 2006/01/22)
Edmonton West (1997/06/02 - 2004/06/27)
Edmonton Northwest (1993/10/25 - 1997/06/01)";"Alberta
Alberta
Alberta";F;Liberal Party of Canada (1993/10/25 - 2006/01/22)
