Name;Date of Birth;Type of Parliamentarian;Riding/Senatorial Division;Province/Territory;Gender;Political Affiliation
Jean, Brian;1963-02-02;"MP (2004/09/01 - 2014/01/17)
MP (2004/06/28 - 2004/08/31)";"Fort McMurray--Athabasca (2004/09/01 - 2014/01/17)
Athabasca (2004/06/28 - 2004/08/31)";"Alberta
Alberta";M;Conservative Party of Canada (2004/06/28 - 2014/01/17)
Jennings, Marlene;1951-11-09;MP (1997/06/02 - 2011/05/01);Notre-Dame-de-Grâce--Lachine (1997/06/02 - 2011/05/01);Quebec;F;Liberal Party of Canada (1997/06/02 - 2011/05/01)
Johnson, Janis G.;1946-04-26;Senator (1990/09/27 - 2016/09/27);"Manitoba (2009/03/30 - 2016/09/27)
Winnipeg-Interlake (1990/09/27 - 2009/03/29)";"Manitoba
Manitoba";F;"Conservative Party of Canada (2004/02/02 - 2016/09/27)
Progressive Conservative Party (1990/09/27 - 2004/02/01)"
Joyal, Serge;1945-01-31;"MP (1979/05/22 - 1984/09/03)
MP (1974/07/08 - 1979/05/21)
Senator (1997/11/26 - 2020/01/31)";"Kennebec (1997/11/26 - 2020/01/31)
Hochelaga--Maisonneuve (1979/05/22 - 1984/09/03)
Maisonneuve--Rosemont (1974/07/08 - 1979/05/21)";"Quebec
Quebec
Quebec";M;"Non-affiliated (2019/11/18 - 2020/01/31)
Progressive Senate Group (2019/11/14 - 2019/11/17)
Liberal Party of Canada (1997/11/26 - 2019/11/13)
Liberal Party of Canada (1974/07/08 - 1984/09/03)"
Julian, Peter;1962-04-15;"MP (2015/10/19 - )
MP (2004/06/28 - 2015/10/18)";"New Westminster--Burnaby (2015/10/19 - )
Burnaby--New Westminster (2004/06/28 - 2015/10/18)";"British Columbia
British Columbia";M;New Democratic Party (2004/06/28 - )
Kamp, Randy;1953-08-29;"MP (2004/09/01 - 2015/10/18)
MP (2004/06/28 - 2004/08/31)";"Pitt Meadows--Maple Ridge--Mission (2004/09/01 - 2015/10/18)
Dewdney--Alouette (2004/06/28 - 2004/08/31)";"British Columbia
British Columbia";M;Conservative Party of Canada (2004/06/28 - 2015/10/18)
Kania, Andrew J.;1967-12-06;MP (2008/10/14 - 2011/05/01);Brampton West (2008/10/14 - 2011/05/01);Ontario;M;Liberal Party of Canada (2008/10/14 - 2011/05/01)
Karygiannis, Jim;1955-05-01;MP (1988/11/21 - 2014/04/01);Scarborough--Agincourt (1988/11/21 - 2014/04/01);Ontario;M;Liberal Party of Canada (1988/11/21 - 2014/04/01)
Keddy, Gerald;1953-02-14;"MP (2004/06/28 - 2015/10/18)
MP (1997/06/02 - 2004/06/27)";"South Shore--St. Margaret's (2004/06/28 - 2015/10/18)
South Shore (1997/06/02 - 2004/06/27)";"Nova Scotia
Nova Scotia";M;"Conservative Party of Canada (2004/02/02 - 2015/10/18)
Progressive Conservative Party (1997/06/02 - 2004/02/01)"
Kennedy, Gerard;1960-07-23;MP (2008/10/14 - 2011/05/01);Parkdale--High Park (2008/10/14 - 2011/05/01);Ontario;M;Liberal Party of Canada (2008/10/14 - 2011/05/01)
Kenney, Jason;1968-05-29;"MP (2015/10/19 - 2016/09/23)
MP (1997/06/02 - 2015/10/18)";"Calgary Midnapore (2015/10/19 - 2016/09/23)
Calgary Southeast (1997/06/02 - 2015/10/18)";"Alberta
Alberta";M;"Conservative Party of Canada (2003/12/23 - 2016/09/23)
Canadian Reform Conservative Alliance (2000/03/27 - 2003/12/22)
Reform Party of Canada (1997/06/02 - 2000/03/26)"
Kenny, Colin;1943-12-09;Senator (1984/06/29 - 2018/02/02);Rideau (1984/06/29 - 2018/02/02);Ontario;M;"Liberal Party of Canada (2014/06/30 - 2018/02/02)
Independent (2013/11/22 - 2014/06/29)
Liberal Party of Canada (1984/06/29 - 2013/11/21)"
Kent, Peter;1943-07-26;MP (2008/10/14 - );Thornhill (2008/10/14 - );Ontario;M;Conservative Party of Canada (2008/10/14 - )
Keon, Wilbert Joseph;1935-05-16;Senator (1990/09/27 - 2010/05/17);Ottawa (1990/09/27 - 2010/05/17);Ontario;M;"Conservative Party of Canada (2004/02/02 - 2010/05/17)
Progressive Conservative Party (1990/09/27 - 2004/02/01)"
Kerr, Greg;1947-10-07;MP (2008/10/14 - 2015/10/18);West Nova (2008/10/14 - 2015/10/18);Nova Scotia;M;Conservative Party of Canada (2008/10/14 - 2015/10/18)
Kinsella, Noël A.;1939-11-27;Senator (1990/09/12 - 2014/11/27);Fredericton-York-Sunbury (1990/09/12 - 2014/11/27);New Brunswick;M;"Conservative Party of Canada (2004/02/02 - 2014/11/27)
Progressive Conservative Party (1990/09/12 - 2004/02/01)"
Kochhar, Vim;1936-09-20;Senator (2010/01/29 - 2011/09/21);Ontario (2010/01/29 - 2011/09/21);Ontario;M;Conservative Party of Canada (2010/01/29 - 2011/09/21)
Komarnicki, Ed;1949-11-17;MP (2004/06/28 - 2015/10/18);Souris--Moose Mountain (2004/06/28 - 2015/10/18);Saskatchewan;M;Conservative Party of Canada (2004/06/28 - 2015/10/18)
Kramp, Daryl;1947-06-13;MP (2004/06/28 - 2015/10/18);Prince Edward--Hastings (2004/06/28 - 2015/10/18);Ontario;M;Conservative Party of Canada (2004/06/28 - 2015/10/18)
Laforest, Jean-Yves;1949-06-12;MP (2006/01/23 - 2011/05/01);Saint-Maurice--Champlain (2006/01/23 - 2011/05/01);Quebec;M;Bloc Québécois (2006/01/23 - 2011/05/01)
Laframboise, Mario;1957-11-06;"MP (2004/09/01 - 2011/05/01)
MP (2004/06/28 - 2004/08/31)
MP (2000/11/27 - 2004/06/27)";"Argenteuil--Papineau--Mirabel (2004/09/01 - 2011/05/01)
Argenteuil--Mirabel (2004/06/28 - 2004/08/31)
Argenteuil--Papineau--Mirabel (2000/11/27 - 2004/06/27)";"Quebec
Quebec
Quebec";M;Bloc Québécois (2000/11/27 - 2011/05/01)
Lake, Mike;1969-06-03;"MP (2015/10/19 - )
MP (2006/01/23 - 2015/10/18)";"Edmonton--Wetaskiwin (2015/10/19 - )
Edmonton--Mill Woods--Beaumont (2006/01/23 - 2015/10/18)";"Alberta
Alberta";M;Conservative Party of Canada (2006/01/23 - )
Lalonde, Francine;1940-08-23;"MP (2004/06/28 - 2011/05/01)
MP (1993/10/25 - 2004/06/27)";"La Pointe-de-l'Île (2004/06/28 - 2011/05/01)
Mercier (1993/10/25 - 2004/06/27)";"Quebec
Quebec";F;Bloc Québécois (1993/10/25 - 2011/05/01)
Lamoureux, Kevin;1962-01-21;MP (2010/11/29 - );Winnipeg North (2010/11/29 - );Manitoba;M;Liberal Party of Canada (2010/11/29 - )
Lang, Daniel;1948-04-02;Senator (2009/01/02 - 2017/08/15);Yukon (2009/01/02 - 2017/08/15);Yukon;M;Conservative Party of Canada (2009/01/02 - 2017/08/15)
Lapointe, Jean;1935-12-05;Senator (2001/06/13 - 2010/12/06);Saurel (2001/06/13 - 2010/12/06);Quebec;M;Liberal Party of Canada (2001/06/13 - 2010/12/06)
Lauzon, Guy;1944-04-05;MP (2004/06/28 - 2019/10/20);Stormont--Dundas--South Glengarry (2004/06/28 - 2019/10/20);Ontario;M;Conservative Party of Canada (2004/06/28 - 2019/10/20)
Lavallée, Carole;1954-01-22;MP (2004/06/28 - 2011/05/01);Saint-Bruno--Saint-Hubert (2004/06/28 - 2011/05/01);Quebec;F;Bloc Québécois (2004/06/28 - 2011/05/01)
Lavigne, Raymond;1945-11-15;"MP (2000/06/29 - 2002/03/25)
MP (1997/06/02 - 2000/06/28)
MP (1993/10/25 - 1997/06/01)
Senator (2002/03/26 - 2011/03/21)";"Montarville (2002/03/26 - 2011/03/21)
Verdun--Saint-Henri--Saint-Paul--Pointe Saint-Charles (2000/06/29 - 2002/03/25)
Verdun--Saint-Henri (1997/06/02 - 2000/06/28)
Verdun--Saint-Paul (1993/10/25 - 1997/06/01)";"Quebec
Quebec
Quebec
Quebec";M;Liberal Party of Canada (1993/10/25 - 2011/03/21)
Layton, Jack;1950-07-17;MP (2004/06/28 - 2011/08/22);Toronto--Danforth (2004/06/28 - 2011/08/22);Ontario;M;New Democratic Party (2004/06/28 - 2011/08/22)
Lebel, Denis;1954-05-25;"MP (2015/10/19 - 2017/08/09)
MP (2007/09/17 - 2015/10/18)";"Lac-Saint-Jean (2015/10/19 - 2017/08/09)
Roberval--Lac-Saint-Jean (2007/09/17 - 2015/10/18)";"Quebec
Quebec";M;Conservative Party of Canada (2007/09/17 - 2017/08/09)
LeBlanc, Dominic;1967-12-13;"MP (2004/06/28 - )
MP (2000/11/27 - 2004/06/27)";"Beauséjour (2004/06/28 - )
Beauséjour--Petitcodiac (2000/11/27 - 2004/06/27)";"New Brunswick
New Brunswick";M;Liberal Party of Canada (2000/11/27 - )
LeBreton, Marjory;1940-07-03;Senator (1993/06/18 - 2015/07/04);Ontario (1993/06/18 - 2015/07/04);Ontario;F;"Conservative Party of Canada (2003/12/09 - 2015/07/04)
Progressive Conservative Party (1993/06/18 - 2003/12/08)"
Lee, Derek Vincent;1948-10-01;MP (1988/11/21 - 2011/05/01);Scarborough--Rouge River (1988/11/21 - 2011/05/01);Ontario;M;Liberal Party of Canada (1988/11/21 - 2011/05/01)
Lemay, Marc;1951-04-03;MP (2004/06/28 - 2011/05/01);Abitibi--Témiscamingue (2004/06/28 - 2011/05/01);Quebec;M;Bloc Québécois (2004/06/28 - 2011/05/01)
Lemieux, Pierre;1963-04-08;MP (2006/01/23 - 2015/10/18);Glengarry--Prescott--Russell (2006/01/23 - 2015/10/18);Ontario;M;Conservative Party of Canada (2006/01/23 - 2015/10/18)
Leslie, Megan;1973-09-28;MP (2008/10/14 - 2015/10/18);Halifax (2008/10/14 - 2015/10/18);Nova Scotia;F;New Democratic Party (2008/10/14 - 2015/10/18)
Lessard, Yves;1943-01-01;MP (2004/06/28 - 2011/05/01);Chambly--Borduas (2004/06/28 - 2011/05/01);Quebec;M;Bloc Québécois (2004/06/28 - 2011/05/01)
Lévesque, Yvon;1940-03-09;"MP (2004/09/01 - 2011/05/01)
MP (2004/06/28 - 2004/08/31)";"Abitibi--Baie-James--Nunavik--Eeyou (2004/09/01 - 2011/05/01)
Nunavik--Eeyou (2004/06/28 - 2004/08/31)";"Quebec
Quebec";M;Bloc Québécois (2004/06/28 - 2011/05/01)
Lobb, Ben;1976-09-09;MP (2008/10/14 - );Huron--Bruce (2008/10/14 - );Ontario;M;Conservative Party of Canada (2008/10/14 - )
Losier-Cool, Rose-Marie;1937-06-17;Senator (1995/03/21 - 2012/06/18);Tracadie (1995/03/21 - 2012/06/18);New Brunswick;F;Liberal Party of Canada (1995/03/21 - 2012/06/18)
Lovelace Nicholas, Sandra;1948-04-14;Senator (2005/09/21 - );New Brunswick (2005/09/21 - );New Brunswick;F;"Non-affiliated (2019/11/18 - )
Progressive Senate Group (2019/11/14 - 2019/11/17)
Liberal Party of Canada (2005/09/21 - 2019/11/13)"
Lukiwski, Tom;1951-10-04;"MP (2015/10/19 - )
MP (2004/06/28 - 2015/10/18)";"Moose Jaw--Lake Centre--Lanigan (2015/10/19 - )
Regina--Lumsden--Lake Centre (2004/06/28 - 2015/10/18)";"Saskatchewan
Saskatchewan";M;Conservative Party of Canada (2004/06/28 - )
Lunn, Gary;1957-05-07;MP (1997/06/02 - 2011/05/01);Saanich--Gulf Islands (1997/06/02 - 2011/05/01);British Columbia;M;"Conservative Party of Canada (2003/12/23 - 2011/05/01)
Canadian Reform Conservative Alliance (2000/03/27 - 2003/12/22)
Reform Party of Canada (1997/06/02 - 2000/03/26)"
Lunney, James;1951-09-04;MP (2000/11/27 - 2015/10/18);Nanaimo--Alberni (2000/11/27 - 2015/10/18);British Columbia;M;"Independent (2015/03/31 - 2015/10/18)
Conservative Party of Canada (2003/12/23 - 2015/03/30)
Canadian Reform Conservative Alliance (2000/11/27 - 2003/12/22)"
MacAulay, Lawrence;1946-09-08;MP (1988/11/21 - );Cardigan (1988/11/21 - );Prince Edward Island;M;Liberal Party of Canada (1988/11/21 - )
MacDonald, Michael L.;1955-05-03;Senator (2009/01/02 - );Cape Breton (2009/01/02 - );Nova Scotia;M;Conservative Party of Canada (2009/01/02 - )
MacKay, Peter Gordon;1965-09-26;"MP (2004/06/28 - 2015/10/18)
MP (1997/06/02 - 2004/06/27)";"Central Nova (2004/06/28 - 2015/10/18)
Pictou--Antigonish--Guysborough (1997/06/02 - 2004/06/27)";"Nova Scotia
Nova Scotia";M;"Conservative Party of Canada (2004/02/02 - 2015/10/18)
Progressive Conservative Party (1997/06/02 - 2004/02/01)"
MacKenzie, Dave;1946-06-11;MP (2004/06/28 - );Oxford (2004/06/28 - );Ontario;M;Conservative Party of Canada (2004/06/28 - )
Mahovlich, Frank W.;1938-01-09;Senator (1998/06/11 - 2013/01/10);Toronto (1998/06/11 - 2013/01/10);Ontario;M;Liberal Party of Canada (1998/06/11 - 2013/01/10)
Malhi, Gurbax Singh;1949-10-11;"MP (2004/06/28 - 2011/05/01)
MP (1998/06/18 - 2004/06/27)
MP (1993/10/25 - 1998/06/17)";"Bramalea--Gore--Malton (2004/06/28 - 2011/05/01)
Bramalea--Gore--Malton--Springdale (1998/06/18 - 2004/06/27)
Bramalea--Gore--Malton (1993/10/25 - 1998/06/17)";"Ontario
Ontario
Ontario";M;Liberal Party of Canada (1993/10/25 - 2011/05/01)
Malo, Luc;1973-11-01;MP (2006/01/23 - 2011/05/01);Verchères--Les Patriotes (2006/01/23 - 2011/05/01);Quebec;M;Bloc Québécois (2006/01/23 - 2011/05/01)
Maloway, Peter James (Jim);1952-11-09;MP (2008/10/14 - 2011/05/01);Elmwood--Transcona (2008/10/14 - 2011/05/01);Manitoba;M;New Democratic Party (2008/10/14 - 2011/05/01)
Manning, Fabian;1964-05-20;"MP (2006/01/23 - 2008/10/13)
Senator (2011/05/25 - )
Senator (2009/01/02 - 2011/03/28)";"Newfoundland and Labrador (2011/05/25 - )
Newfoundland and Labrador (2009/01/02 - 2011/03/28)
Avalon (2006/01/23 - 2008/10/13)";"Newfoundland and Labrador
Newfoundland and Labrador
Newfoundland and Labrador";M;"Conservative Party of Canada (2011/05/25 - )
Conservative Party of Canada (2009/01/02 - 2011/03/28)
Conservative Party of Canada (2006/01/23 - 2008/10/13)"
Mark, Inky;1947-11-16;"MP (2004/09/01 - 2010/09/15)
MP (1997/06/02 - 2004/08/31)";"Dauphin--Swan River--Marquette (2004/09/01 - 2010/09/15)
Dauphin--Swan River (1997/06/02 - 2004/08/31)";"Manitoba
Manitoba";M;"Conservative Party of Canada (2004/02/02 - 2010/09/15)
Progressive Conservative Party (2002/08/27 - 2004/02/01)
Independent Conservative (2002/04/10 - 2002/08/26)
Canadian Reform Conservative Alliance (2000/03/27 - 2002/04/09)
Reform Party of Canada (1997/06/02 - 2000/03/26)"
Marshall, Elizabeth;1951-09-06;Senator (2010/01/29 - );Newfoundland and Labrador (2010/01/29 - );Newfoundland and Labrador;F;Conservative Party of Canada (2010/01/29 - )
Marston, Wayne;1947-02-26;MP (2006/01/23 - 2015/10/18);Hamilton East--Stoney Creek (2006/01/23 - 2015/10/18);Ontario;M;New Democratic Party (2006/01/23 - 2015/10/18)
Martin, Keith P.;1960-04-12;MP (1993/10/25 - 2011/05/01);Esquimalt--Juan de Fuca (1993/10/25 - 2011/05/01);British Columbia;M;"Liberal Party of Canada (2004/06/28 - 2011/05/01)
Independent (2004/01/14 - 2004/06/27)
Conservative Party of Canada (2003/12/23 - 2004/01/13)
Canadian Reform Conservative Alliance (2000/03/27 - 2003/12/22)
Reform Party of Canada (1993/10/25 - 2000/03/26)"
Martin, Pat;1955-12-12;MP (1997/06/02 - 2015/10/18);Winnipeg Centre (1997/06/02 - 2015/10/18);Manitoba;M;New Democratic Party (1997/06/02 - 2015/10/18)
Martin, Tony;1948-08-30;MP (2004/06/28 - 2011/05/01);Sault Ste. Marie (2004/06/28 - 2011/05/01);Ontario;M;New Democratic Party (2004/06/28 - 2011/05/01)
Martin, Yonah;1965-04-10;Senator (2009/01/02 - );British Columbia (2009/01/02 - );British Columbia;F;Conservative Party of Canada (2009/01/02 - )
Masse, Brian;1968-07-08;MP (2002/05/13 - );Windsor West (2002/05/13 - );Ontario;M;New Democratic Party (2002/05/13 - )
Massicotte, Paul J.;1951-09-09;Senator (2003/06/26 - );De Lanaudière (2003/06/26 - );Quebec;M;"Independent Senators Group (2017/10/30 - )
Liberal Party of Canada (2003/06/26 - 2017/10/29)"
Mathyssen, Irene;1951-08-15;MP (2006/01/23 - 2019/10/20);London--Fanshawe (2006/01/23 - 2019/10/20);Ontario;F;New Democratic Party (2006/01/23 - 2019/10/20)
Mayes, Colin;1948-04-10;MP (2006/01/23 - 2015/10/18);Okanagan--Shuswap (2006/01/23 - 2015/10/18);British Columbia;M;Conservative Party of Canada (2006/01/23 - 2015/10/18)
McCallum, John;1950-04-08;"MP (2015/10/19 - 2017/02/01)
MP (2004/06/28 - 2015/10/18)
MP (2000/11/27 - 2004/06/27)";"Markham--Thornhill (2015/10/19 - 2017/02/01)
Markham--Unionville (2004/06/28 - 2015/10/18)
Markham (2000/11/27 - 2004/06/27)";"Ontario
Ontario
Ontario";M;Liberal Party of Canada (2000/11/27 - 2017/02/01)
McColeman, Phil;1954-03-14;"MP (2015/10/19 - )
MP (2008/10/14 - 2015/10/18)";"Brantford--Brant (2015/10/19 - )
Brant (2008/10/14 - 2015/10/18)";"Ontario
Ontario";M;Conservative Party of Canada (2008/10/14 - )
McCoy, Elaine;1946-03-06;Senator (2005/03/24 - );Alberta (2005/03/24 - );Alberta;F;"Canadian Senators Group (2019/11/04 - )
Independent Senators Group (2017/05/31 - 2019/11/03)
Non-affiliated (Independent Senators Group) (2016/12/02 - 2017/05/31)
Non-affiliated (2016/06/13 - 2016/12/01)
Independent (2016/02/17 - 2016/06/12)
Independent Progressive Conservative (2013/02/11 - 2016/02/16)
Progressive Conservative Party (2005/03/24 - 2013/02/10)"
McGuinty, David;1960-02-24;MP (2004/06/28 - );Ottawa South (2004/06/28 - );Ontario;M;Liberal Party of Canada (2004/06/28 - )
McKay, John;1948-03-20;"MP (2004/06/28 - )
MP (1997/06/02 - 2004/06/27)";"Scarborough--Guildwood (2004/06/28 - )
Scarborough East (1997/06/02 - 2004/06/27)";"Ontario
Ontario";M;Liberal Party of Canada (1997/06/02 - )
McLeod, Cathy;1957-06-11;MP (2008/10/14 - );Kamloops--Thompson--Cariboo (2008/10/14 - );British Columbia;F;Conservative Party of Canada (2008 - )
McTeague, Dan;1962-10-15;"MP (2004/06/28 - 2011/05/01)
MP (1997/06/02 - 2004/06/27)
MP (1993/10/25 - 1997/06/01)";"Pickering--Scarborough East (2004/06/28 - 2011/05/01)
Pickering--Ajax--Uxbridge (1997/06/02 - 2004/06/27)
Ontario (1993/10/25 - 1997/06/01)";"Ontario
Ontario
Ontario";M;Liberal Party of Canada (1993/10/25 - 2011/05/01)
Meighen, Michael A.;1939-03-24;Senator (1990/09/27 - 2012/02/06);St. Marys (1990/09/27 - 2012/02/06);Ontario;M;"Conservative Party of Canada (2004/02/02 - 2012/02/06)
Progressive Conservative Party (1990/09/27 - 2004/02/01)"
Ménard, Réal;1962-05-12;"MP (2004/06/28 - 2009/09/16)
MP (1993/10/25 - 2004/06/27)";"Hochelaga (2004/06/28 - 2009/09/16)
Hochelaga--Maisonneuve (1993/10/25 - 2004/06/27)";"Quebec
Quebec";M;Bloc Québécois (1993/10/25 - 2009/09/16)
Ménard, Serge;1941-09-26;MP (2004/06/28 - 2011/05/01);Marc-Aurèle-Fortin (2004/06/28 - 2011/05/01);Quebec;M;Bloc Québécois (2004/06/28 - 2011/05/01)
Mendès, Alexandra;1963-11-02;"MP (2015/10/19 - )
MP (2008/10/14 - 2011/05/01)";"Brossard--Saint-Lambert (2015/10/19 - )
Brossard--La Prairie (2008/10/14 - 2011/05/01)";"Quebec
Quebec";F;"Liberal Party of Canada (2015/10/19 - )
Liberal Party of Canada (2008/10/14 - 2011/05/01)"
Menzies, Ted;1952-02-17;MP (2004/06/28 - 2013/11/09);Macleod (2004/06/28 - 2013/11/09);Alberta;M;Conservative Party of Canada (2004/06/28 - 2013/11/09)
Mercer, Terry M.;1947-05-05;Senator (2003/11/07 - );Northend Halifax (2003/11/07 - );Nova Scotia;M;"Non-affiliated (2019/11/18 - )
Progressive Senate Group (2019/11/14 - 2019/11/17)
Liberal Party of Canada (2003/11/07 - 2019/11/13)"
Merchant, Pana;1943-04-01;Senator (2002/12/12 - 2017/03/31);Saskatchewan (2002/12/12 - 2017/03/31);Saskatchewan;F;Liberal Party of Canada (2002/12/12 - 2017/03/31)
Meredith, Don;1964-07-12;Senator (2010/12/18 - 2017/05/10);Ontario (2010/12/18 - 2017/05/10);Ontario;M;"Non-affiliated (2017/03/10 - 2017/05/10)
Non-affiliated (Independent Senators Group) (2016/12/02 - 2017/03/09)
Non-affiliated (2016/06/13 - 2016/12/01)
Independent (2015/06/17 - 2016/06/12)
Conservative Party of Canada (2010/12/18 - 2015/06/16)"
Merrifield, Rob;1953-12-18;MP (2000/11/27 - 2014/09/17);Yellowhead (2000/11/27 - 2014/09/17);Alberta;M;"Conservative Party of Canada (2003/12/23 - 2014/09/17)
Canadian Reform Conservative Alliance (2000/11/27 - 2003/12/22)"
Miller, Larry;1956-07-20;"MP (2004/09/01 - 2019/10/20)
MP (2004/06/28 - 2004/08/31)";"Bruce--Grey--Owen Sound (2004/09/01 - 2019/10/20)
Grey--Bruce--Owen Sound (2004/06/28 - 2004/08/31)";"Ontario
Ontario";M;Conservative Party of Canada (2004/06/28 - 2019/10/20)
Milliken, Peter Andrew Stewart;1946-11-11;MP (1988/11/21 - 2011/05/01);Kingston and the Islands (1988/11/21 - 2011/05/01);Ontario;M;Liberal Party of Canada (1988/11/21 - 2011/05/01)
Milne, Lorna;1934-12-12;Senator (1995/09/21 - 2009/12/13);"Peel County (1999/11/02 - 2009/12/13)
Brampton (1995/09/21 - 1999/11/01)";"Ontario
Ontario";F;Liberal Party of Canada (1995/09/21 - 2009/12/13)
Minna, Maria;1948-03-13;"MP (1997/06/02 - 2011/05/01)
MP (1993/10/25 - 1997/06/01)";"Beaches--East York (1997/06/02 - 2011/05/01)
Beaches--Woodbine (1993/10/25 - 1997/06/01)";"Ontario
Ontario";F;Liberal Party of Canada (1993/10/25 - 2011/05/01)
Mitchell, Grant;1951-07-18;Senator (2005/03/24 - );Alberta (2005/03/24 - );Alberta;M;"Non-affiliated (2016/06/13 - )
Independent (2016/05/02 - 2016/06/12)
Liberal Party of Canada (2005/03/24 - 2016/05/01)"
Mockler, Percy;1949-04-13;Senator (2009/01/02 - );New Brunswick (2009/01/02 - );New Brunswick;M;Conservative Party of Canada (2009/01/02 - )
Moore, James;1976-06-09;"MP (2004/06/28 - 2015/10/18)
MP (2000/11/27 - 2004/06/27)";"Port Moody--Westwood--Port Coquitlam (2004/06/28 - 2015/10/18)
Port Moody--Coquitlam--Port Coquitlam (2000/11/27 - 2004/06/27)";"British Columbia
British Columbia";M;"Conservative Party of Canada (2003/12/23 - 2015/10/18)
Canadian Reform Conservative Alliance (2000/11/27 - 2003/12/22)"
Moore, Rob;1974-05-13;"MP (2019/10/21 - )
MP (2004/09/01 - 2015/10/18)
MP (2004/06/28 - 2004/08/31)";"Fundy Royal (2019/10/21 - )
Fundy Royal (2004/09/01 - 2015/10/18)
Fundy (2004/06/28 - 2004/08/31)";"New Brunswick
New Brunswick
New Brunswick";M;"Conservative Party of Canada (2019/10/21 - )
Conservative Party of Canada (2004/06/28 - 2015/10/18)"
Moore, Wilfred P.;1942-01-13;Senator (1996/09/26 - 2017/01/13);"Stanhope St./South Shore (1999 - 2017/01/13)
Chester (1996/09/26 - 1999)";"Nova Scotia
Nova Scotia";M;Liberal Party of Canada (1996/09/26 - 2017/01/13)
Mourani, Maria;1969-05-18;MP (2006/01/23 - 2015/10/18);Ahuntsic (2006/01/23 - 2015/10/18);Quebec;F;"Independent (2013/09/12 - 2015/10/18)
Bloc Québécois (2006/01/23 - 2013/09/11)"
Mulcair, Thomas J.;1954-10-23;MP (2007/09/17 - 2018/08/03);Outremont (2007/09/17 - 2018/08/03);Quebec;M;New Democratic Party (2007/09/17 - 2018/08/03)
Munson, Jim;1946-07-13;Senator (2003/12/10 - );Ottawa / Rideau Canal (2003/12/10 - );Ontario;M;"Non-affiliated (2019/11/18 - )
Progressive Senate Group (2019/11/14 - 2019/11/17)
Liberal Party of Canada (2003/12/10 - 2019/11/13)"
Murphy, Brian;1961-03-16;MP (2006/01/23 - 2011/05/01);Moncton--Riverview--Dieppe (2006/01/23 - 2011/05/01);New Brunswick;M;Liberal Party of Canada (2006/01/23 - 2011/05/01)
Murphy, Shawn;1951-07-26;"MP (2004/06/28 - 2011/05/01)
MP (2000/11/27 - 2004/06/27)";"Charlottetown (2004/06/28 - 2011/05/01)
Hillsborough (2000/11/27 - 2004/06/27)";"Prince Edward Island
Prince Edward Island";M;Liberal Party of Canada (2000/11/27 - 2011/05/01)
Murray, Joyce;1954-07-10;MP (2008/03/17 - );Vancouver Quadra (2008/03/17 - );British Columbia;F;Liberal Party of Canada (2008/03/17 - )
Murray, Lowell;1936-09-25;Senator (1979/09/13 - 2011/09/26);Pakenham (1979/09/13 - 2011/09/26);Ontario;M;Progressive Conservative Party (1979/09/13 - 2011/09/26)
Nadeau, Richard;1959-04-04;MP (2006/01/23 - 2011/05/01);Gatineau (2006/01/23 - 2011/05/01);Quebec;M;Bloc Québécois (2006/01/23 - 2011/05/01)
Nancy Ruth, _;1942-01-05;Senator (2005/03/24 - 2017/01/05);Cluny (2005/03/24 - 2017/01/05);Ontario;F;"Conservative Party of Canada (2006/03/29 - 2017/01/05)
Progressive Conservative Party (2005/03/24 - 2006/03/28)"
Neufeld, Richard;1944-11-05;Senator (2009/01/02 - 2019/11/05);British Columbia (2009/01/02 - 2019/11/05);British Columbia;M;Conservative Party of Canada (2009/01/02 - 2019/11/05)
Neville, Anita;1942-07-21;"MP (2004/06/28 - 2011/05/01)
MP (2000/11/27 - 2004/06/27)";"Winnipeg South Centre (2004/06/28 - 2011/05/01)
Winnipeg South Centre (2000/11/27 - 2004/06/27)";"Manitoba
Manitoba";F;Liberal Party of Canada (2000/11/27 - 2011/05/01)
Nicholson, Rob;1952-04-28;"MP (2004/06/28 - 2019/10/20)
MP (1984/09/04 - 1993/10/24)";"Niagara Falls (2004/06/28 - 2019/10/20)
Niagara Falls (1984/09/04 - 1993/10/24)";"Ontario
Ontario";M;"Conservative Party of Canada (2004/06/28 - 2019/10/20)
Progressive Conservative Party (1984/09/04 - 1993/10/24)"
Nolin, Pierre Claude;1950-10-29;Senator (1993/06/18 - 2015/04/23);De Salaberry (1993/06/18 - 2015/04/23);Quebec;M;"Conservative Party of Canada (2004/02/02 - 2015/04/23)
Progressive Conservative Party (1993/06/18 - 2004/02/01)"
Norlock, Rick;1948-03-06;MP (2006/01/23 - 2015/10/18);Northumberland--Quinte West (2006/01/23 - 2015/10/18);Ontario;M;Conservative Party of Canada (2006/01/23 - 2015/10/18)
O'Connor, Gordon;1939-05-17;"MP (2004/09/01 - 2015/10/18)
MP (2004/06/28 - 2004/08/31)";"Carleton--Mississippi Mills (2004/09/01 - 2015/10/18)
Carleton--Lanark (2004/06/28 - 2004/08/31)";"Ontario
Ontario";M;Conservative Party of Canada (2004/06/28 - 2015/10/18)
O'Neill Gordon, Tilly;1949-02-15;MP (2008/10/14 - 2015/10/18);Miramichi (2008/10/14 - 2015/10/18);New Brunswick;F;Conservative Party of Canada (2008/10/14 - 2015/10/18)
